id,supplier_id,ingredient_id,qty,valor,data_pedido,status,data_prevista
PED000000010774,FOR0025,ING0121,3.0,117.25,2025-04-21,entregue,2025-04-26
PED000000010775,FOR0006,ING0143,11.0,3064.27,2025-04-21,entregue,2025-04-27
PED000000010776,FOR0014,ING0183,3.5,389.78,2025-04-21,entregue,2025-04-28
PED000000010777,FOR0014,ING0207,2.5,121.47,2025-04-21,entregue,2025-04-28
PED000000010778,FOR0009,ING0234,0.87,97.82,2025-04-21,entregue,2025-04-25
PED000000010779,FOR0025,ING0015,478.0,2736.69,2025-04-22,entregue,2025-05-03
PED000000010780,FOR0003,ING0056,17.5,401.12,2025-04-22,entregue,2025-04-24
PED000000010781,FOR0019,ING0095,17.75,1188.07,2025-04-22,entregue,2025-04-24
PED000000010782,FOR0006,ING0143,11.0,2561.15,2025-04-22,entregue,2025-05-04
PED000000010783,FOR0014,ING0183,3.5,409.31,2025-04-22,entregue,2025-04-29
PED000000010784,FOR0018,ING0207,2.5,101.67,2025-04-22,entregue,2025-04-25
PED000000010785,FOR0014,ING0214,156.0,637.49,2025-04-22,entregue,2025-04-25
PED000000010786,FOR0025,ING0015,544.89,3481.39,2025-04-23,entregue,2025-05-04
PED000000010787,FOR0019,ING0095,14.47,1071.57,2025-04-23,entregue,2025-04-25
PED000000010788,FOR0025,ING0143,12.12,3417.29,2025-04-23,entregue,2025-05-04
PED000000010789,FOR0018,ING0183,3.5,420.9,2025-04-23,entregue,2025-05-01
PED000000010790,FOR0018,ING0207,3.5,175.82,2025-04-23,entregue,2025-04-26
PED000000010791,FOR0014,ING0214,159.0,707.45,2025-04-23,entregue,2025-04-26
PED000000010792,FOR0011,ING0015,499.0,2386.88,2025-04-24,entregue,2025-05-05
PED000000010793,FOR0019,ING0083,3.5,338.35,2025-04-24,entregue,2025-04-26
PED000000010794,FOR0014,ING0183,3.76,435.33,2025-04-24,entregue,2025-05-01
PED000000010795,FOR0018,ING0207,5.34,270.09,2025-04-24,entregue,2025-04-27
PED000000010796,FOR0001,ING0002,0.47,6.87,2025-04-25,entregue,2025-04-28
PED000000010797,FOR0001,ING0005,0.5,6.82,2025-04-25,entregue,2025-04-28
PED000000010798,FOR0022,ING0008,10.98,1173.57,2025-04-25,entregue,2025-04-28
PED000000010799,FOR0025,ING0010,178.56,709.36,2025-04-25,entregue,2025-04-28
PED000000010800,FOR0011,ING0011,0.5,59.19,2025-04-25,entregue,2025-04-28
PED000000010801,FOR0025,ING0015,550.0,2590.76,2025-04-25,entregue,2025-05-06
PED000000010802,FOR0011,ING0024,12.0,45.01,2025-04-25,entregue,2025-04-28
PED000000010803,FOR0020,ING0025,24.74,212.73,2025-04-25,entregue,2025-04-28
PED000000010804,FOR0007,ING0036,1.0,16.65,2025-04-25,entregue,2025-04-26
PED000000010805,FOR0003,ING0038,2.23,32.58,2025-04-25,entregue,2025-04-26
PED000000010806,FOR0003,ING0041,0.45,11.88,2025-04-25,entregue,2025-04-26
PED000000010807,FOR0007,ING0046,0.5,4.01,2025-04-25,entregue,2025-04-26
PED000000010808,FOR0007,ING0047,0.5,8.34,2025-04-25,entregue,2025-04-29
PED000000010809,FOR0013,ING0052,28.42,417.32,2025-04-25,entregue,2025-04-27
PED000000010810,FOR0013,ING0054,0.5,17.02,2025-04-25,entregue,2025-04-30
PED000000010811,FOR0003,ING0055,0.56,23.71,2025-04-25,entregue,2025-04-27
PED000000010812,FOR0005,ING0066,98.5,683.53,2025-04-25,entregue,2025-04-29
PED000000010813,FOR0004,ING0079,4.0,139.98,2025-04-25,entregue,2025-04-27
PED000000010814,FOR0004,ING0083,3.5,320.47,2025-04-25,entregue,2025-04-27
PED000000010815,FOR0019,ING0084,45.0,891.07,2025-04-25,entregue,2025-04-27
PED000000010816,FOR0019,ING0085,0.61,21.97,2025-04-25,entregue,2025-04-27
PED000000010817,FOR0018,ING0096,14.72,721.6,2025-04-25,entregue,2025-04-27
PED000000010818,FOR0004,ING0097,0.5,13.89,2025-04-25,entregue,2025-04-27
PED000000010819,FOR0023,ING0098,0.5,4.0,2025-04-25,entregue,2025-04-26
PED000000010820,FOR0007,ING0106,0.5,3.83,2025-04-25,entregue,2025-04-26
PED000000010821,FOR0023,ING0107,0.5,9.58,2025-04-25,entregue,2025-04-26
PED000000010822,FOR0007,ING0110,2.5,108.6,2025-04-25,entregue,2025-04-26
PED000000010823,FOR0023,ING0115,2.0,37.92,2025-04-25,entregue,2025-04-26
PED000000010824,FOR0009,ING0121,3.5,130.27,2025-04-25,entregue,2025-04-29
PED000000010825,FOR0009,ING0126,6.5,233.35,2025-04-25,entregue,2025-05-08
PED000000010826,FOR0016,ING0134,0.5,56.98,2025-04-25,entregue,2025-05-04
PED000000010827,FOR0006,ING0138,0.49,27.08,2025-04-25,entregue,2025-04-29
PED000000010828,FOR0008,ING0152,6.8,382.34,2025-04-25,entregue,2025-04-28
PED000000010829,FOR0025,ING0161,3.0,127.63,2025-04-25,entregue,2025-04-28
PED000000010830,FOR0008,ING0163,2657.02,1706.41,2025-04-25,entregue,2025-04-28
PED000000010831,FOR0008,ING0164,3.5,213.17,2025-04-25,entregue,2025-04-28
PED000000010832,FOR0014,ING0168,1.5,11.12,2025-04-25,entregue,2025-04-28
PED000000010833,FOR0025,ING0171,17.5,653.38,2025-04-25,entregue,2025-04-28
PED000000010834,FOR0025,ING0183,3.6,403.57,2025-04-25,entregue,2025-05-05
PED000000010835,FOR0014,ING0188,50.6,274.21,2025-04-25,entregue,2025-04-30
PED000000010836,FOR0014,ING0199,0.5,9.81,2025-04-25,entregue,2025-04-28
PED000000010837,FOR0014,ING0202,22.5,686.31,2025-04-25,entregue,2025-04-28
PED000000010838,FOR0018,ING0206,62.5,971.3,2025-04-25,entregue,2025-04-28
PED000000010839,FOR0009,ING0225,0.5,177.34,2025-04-25,entregue,2025-05-07
PED000000010840,FOR0009,ING0227,0.57,13.09,2025-04-25,entregue,2025-04-29
PED000000010841,FOR0009,ING0229,0.5,50.19,2025-04-25,entregue,2025-04-29
PED000000010842,FOR0025,ING0239,0.5,29.61,2025-04-25,entregue,2025-04-29
PED000000010843,FOR0025,ING0240,2.44,118.98,2025-04-25,entregue,2025-04-29
PED000000010844,FOR0025,ING0015,375.0,2141.1,2025-04-28,entregue,2025-05-09
PED000000010845,FOR0023,ING0110,2.43,99.58,2025-04-28,entregue,2025-04-29
PED000000010846,FOR0007,ING0115,5.99,118.21,2025-04-28,entregue,2025-04-29
PED000000010847,FOR0007,ING0116,2.0,42.17,2025-04-28,entregue,2025-04-29
PED000000010848,FOR0012,ING0126,10.5,378.72,2025-04-28,entregue,2025-05-11
PED000000010849,FOR0018,ING0188,88.27,544.58,2025-04-28,entregue,2025-05-01
PED000000010850,FOR0025,ING0222,1.3,32.24,2025-04-28,entregue,2025-05-05
PED000000010851,FOR0025,ING0240,3.5,132.66,2025-04-28,entregue,2025-05-02
PED000000010852,FOR0025,ING0015,409.0,2025.69,2025-04-29,entregue,2025-05-10
PED000000010853,FOR0007,ING0045,59.5,782.85,2025-04-29,entregue,2025-04-30
PED000000010854,FOR0004,ING0079,11.5,459.88,2025-04-29,entregue,2025-05-01
PED000000010855,FOR0004,ING0089,15.0,944.52,2025-04-29,entregue,2025-05-01
PED000000010856,FOR0025,ING0126,11.5,450.91,2025-04-29,entregue,2025-05-03
PED000000010857,FOR0025,ING0165,3.0,719.2,2025-04-29,entregue,2025-05-02
PED000000010858,FOR0014,ING0188,72.0,341.79,2025-04-29,entregue,2025-05-02
PED000000010859,FOR0025,ING0222,2.21,64.36,2025-04-29,entregue,2025-05-03
PED000000010860,FOR0011,ING0015,460.0,2465.81,2025-04-30,entregue,2025-05-11
PED000000010861,FOR0004,ING0079,12.5,373.21,2025-04-30,entregue,2025-05-02
PED000000010862,FOR0004,ING0089,16.0,1234.84,2025-04-30,entregue,2025-05-02
PED000000010863,FOR0025,ING0126,10.83,458.08,2025-04-30,entregue,2025-05-04
PED000000010864,FOR0008,ING0165,3.5,610.0,2025-04-30,entregue,2025-05-03
PED000000010865,FOR0009,ING0222,2.5,52.92,2025-04-30,entregue,2025-05-05
PED000000010866,FOR0025,ING0015,440.0,2162.32,2025-05-01,entregue,2025-05-13
PED000000010867,FOR0012,ING0126,10.5,364.79,2025-05-01,entregue,2025-05-05
PED000000010868,FOR0008,ING0159,4357.37,4821.03,2025-05-01,entregue,2025-05-02
PED000000010869,FOR0008,ING0165,3.5,730.65,2025-05-01,entregue,2025-05-05
PED000000010870,FOR0014,ING0178,206.0,5752.85,2025-05-01,entregue,2025-05-04
PED000000010871,FOR0024,ING0222,2.76,78.38,2025-05-01,entregue,2025-05-05
PED000000010872,FOR0022,ING0002,0.5,8.32,2025-05-02,entregue,2025-05-05
PED000000010873,FOR0001,ING0004,58.0,506.73,2025-05-02,entregue,2025-05-05
PED000000010874,FOR0025,ING0006,104.44,707.21,2025-05-02,entregue,2025-05-05
PED000000010875,FOR0001,ING0008,16.0,1802.7,2025-05-02,entregue,2025-05-05
PED000000010876,FOR0011,ING0010,348.38,1619.7,2025-05-02,entregue,2025-05-05
PED000000010877,FOR0011,ING0012,7.5,235.9,2025-05-02,entregue,2025-05-05
PED000000010878,FOR0020,ING0019,496.71,1054.37,2025-05-02,entregue,2025-05-05
PED000000010879,FOR0020,ING0023,206.0,943.63,2025-05-02,entregue,2025-05-05
PED000000010880,FOR0011,ING0024,8.0,29.02,2025-05-02,entregue,2025-05-05
PED000000010881,FOR0011,ING0025,3.5,26.78,2025-05-02,entregue,2025-05-05
PED000000010882,FOR0021,ING0030,5.86,481.35,2025-05-02,entregue,2025-05-06
PED000000010883,FOR0007,ING0036,1.0,15.83,2025-05-02,entregue,2025-05-03
PED000000010884,FOR0003,ING0038,2.2,29.88,2025-05-02,entregue,2025-05-04
PED000000010885,FOR0003,ING0043,34.5,409.16,2025-05-02,entregue,2025-05-03
PED000000010886,FOR0003,ING0045,21.5,250.55,2025-05-02,entregue,2025-05-04
PED000000010887,FOR0003,ING0046,0.5,3.27,2025-05-02,entregue,2025-05-08
PED000000010888,FOR0003,ING0047,0.53,10.26,2025-05-02,entregue,2025-05-03
PED000000010889,FOR0003,ING0052,25.5,340.63,2025-05-02,entregue,2025-05-07
PED000000010890,FOR0013,ING0056,8.5,159.79,2025-05-02,entregue,2025-05-04
PED000000010891,FOR0016,ING0060,12.0,103.51,2025-05-02,entregue,2025-05-06
PED000000010892,FOR0016,ING0061,1.0,13.32,2025-05-02,entregue,2025-05-06
PED000000010893,FOR0005,ING0062,1.0,18.5,2025-05-02,entregue,2025-05-06
PED000000010894,FOR0005,ING0063,16.0,212.18,2025-05-02,entregue,2025-05-06
PED000000010895,FOR0005,ING0066,91.5,517.69,2025-05-02,entregue,2025-05-13
PED000000010896,FOR0016,ING0070,6.5,109.91,2025-05-02,entregue,2025-05-06
PED000000010897,FOR0005,ING0071,8.5,158.23,2025-05-02,entregue,2025-05-06
PED000000010898,FOR0025,ING0072,0.5,13.37,2025-05-02,entregue,2025-05-16
PED000000010899,FOR0025,ING0073,0.5,6.57,2025-05-02,entregue,2025-05-06
PED000000010900,FOR0004,ING0078,6.86,152.4,2025-05-02,entregue,2025-05-04
PED000000010901,FOR0004,ING0081,0.5,16.58,2025-05-02,entregue,2025-05-04
PED000000010902,FOR0004,ING0084,28.5,467.98,2025-05-02,entregue,2025-05-04
PED000000010903,FOR0018,ING0090,5.0,427.48,2025-05-02,entregue,2025-05-04
PED000000010904,FOR0004,ING0091,11.0,770.32,2025-05-02,entregue,2025-05-04
PED000000010905,FOR0019,ING0097,0.5,20.11,2025-05-02,entregue,2025-05-04
PED000000010906,FOR0023,ING0098,0.5,3.43,2025-05-02,entregue,2025-05-03
PED000000010907,FOR0007,ING0103,0.49,3.39,2025-05-02,entregue,2025-05-05
PED000000010908,FOR0023,ING0106,2.0,12.17,2025-05-02,entregue,2025-05-03
PED000000010909,FOR0007,ING0107,1.0,15.53,2025-05-02,entregue,2025-05-03
PED000000010910,FOR0023,ING0110,1.5,47.71,2025-05-02,entregue,2025-05-03
PED000000010911,FOR0023,ING0113,0.5,2.88,2025-05-02,entregue,2025-05-03
PED000000010912,FOR0025,ING0126,23.94,837.69,2025-05-02,entregue,2025-05-06
PED000000010913,FOR0009,ING0127,1.0,65.95,2025-05-02,entregue,2025-05-06
PED000000010914,FOR0006,ING0129,1.5,39.11,2025-05-02,entregue,2025-05-06
PED000000010915,FOR0006,ING0133,0.5,43.15,2025-05-02,entregue,2025-05-16
PED000000010916,FOR0006,ING0134,0.5,56.2,2025-05-02,entregue,2025-05-06
PED000000010917,FOR0006,ING0136,0.5,23.39,2025-05-02,entregue,2025-05-06
PED000000010918,FOR0006,ING0147,0.5,11.62,2025-05-02,entregue,2025-05-06
PED000000010919,FOR0006,ING0148,0.5,15.11,2025-05-02,entregue,2025-05-06
PED000000010920,FOR0025,ING0150,0.5,11.33,2025-05-02,entregue,2025-05-05
PED000000010921,FOR0008,ING0151,0.45,30.77,2025-05-02,entregue,2025-05-10
PED000000010922,FOR0008,ING0161,3.0,93.5,2025-05-02,entregue,2025-05-06
PED000000010923,FOR0008,ING0164,3.5,208.25,2025-05-02,entregue,2025-05-05
PED000000010924,FOR0008,ING0165,1.61,332.9,2025-05-02,entregue,2025-05-05
PED000000010925,FOR0014,ING0169,3.0,27.44,2025-05-02,entregue,2025-05-05
PED000000010926,FOR0014,ING0171,42.0,1102.66,2025-05-02,entregue,2025-05-05
PED000000010927,FOR0014,ING0175,18.38,517.11,2025-05-02,entregue,2025-05-05
PED000000010928,FOR0014,ING0178,263.0,8835.38,2025-05-02,entregue,2025-05-05
PED000000010929,FOR0018,ING0181,3.5,149.1,2025-05-02,entregue,2025-05-05
PED000000010930,FOR0014,ING0190,21.82,246.6,2025-05-02,entregue,2025-05-05
PED000000010931,FOR0014,ING0195,1.0,90.42,2025-05-02,entregue,2025-05-05
PED000000010932,FOR0014,ING0202,38.0,1168.01,2025-05-02,entregue,2025-05-05
PED000000010933,FOR0018,ING0206,122.24,1709.36,2025-05-02,entregue,2025-05-05
PED000000010934,FOR0018,ING0218,78.0,2986.31,2025-05-02,entregue,2025-05-06
PED000000010935,FOR0024,ING0222,3.49,85.75,2025-05-02,entregue,2025-05-06
PED000000010936,FOR0025,ING0225,0.5,154.5,2025-05-02,entregue,2025-05-06
PED000000010937,FOR0024,ING0231,0.84,19.1,2025-05-02,entregue,2025-05-06
PED000000010938,FOR0009,ING0236,92.0,5036.91,2025-05-02,entregue,2025-05-06
PED000000010939,FOR0024,ING0237,0.51,32.5,2025-05-02,entregue,2025-05-06
PED000000010940,FOR0010,ING0240,1.69,64.08,2025-05-02,entregue,2025-05-06
PED000000010941,FOR0010,ING0241,0.45,8.98,2025-05-02,entregue,2025-05-06
PED000000010942,FOR0002,ING0030,9.35,732.77,2025-05-05,entregue,2025-05-09
PED000000010943,FOR0016,ING0060,18.69,193.24,2025-05-05,entregue,2025-05-09
PED000000010944,FOR0025,ING0071,9.5,223.91,2025-05-05,entregue,2025-05-09
PED000000010945,FOR0007,ING0116,1.5,41.49,2025-05-05,entregue,2025-05-06
PED000000010946,FOR0025,ING0129,2.0,68.75,2025-05-05,entregue,2025-05-09
PED000000010947,FOR0025,ING0161,3.73,138.5,2025-05-05,entregue,2025-05-08
PED000000010948,FOR0018,ING0218,71.38,2584.09,2025-05-05,entregue,2025-05-08
PED000000010949,FOR0025,ING0224,3.5,160.3,2025-05-05,entregue,2025-05-09
PED000000010950,FOR0025,ING0231,1.63,45.0,2025-05-05,entregue,2025-05-09
PED000000010951,FOR0024,ING0236,121.5,8469.31,2025-05-05,entregue,2025-05-09
PED000000010952,FOR0010,ING0240,4.5,163.96,2025-05-05,entregue,2025-05-09
PED000000010953,FOR0025,ING0224,4.0,198.45,2025-05-06,entregue,2025-05-10
PED000000010954,FOR0010,ING0240,4.5,170.36,2025-05-06,entregue,2025-05-10
PED000000010955,FOR0023,ING0110,1.5,61.57,2025-05-07,entregue,2025-05-08
PED000000010956,FOR0025,ING0224,3.5,142.96,2025-05-07,entregue,2025-05-11
PED000000010957,FOR0025,ING0240,4.26,190.9,2025-05-07,entregue,2025-05-11
PED000000010958,FOR0025,ING0224,3.0,155.29,2025-05-08,entregue,2025-05-12
PED000000010959,FOR0010,ING0240,3.71,151.43,2025-05-08,entregue,2025-05-12
PED000000010960,FOR0025,ING0002,0.5,7.61,2025-05-09,entregue,2025-05-12
PED000000010961,FOR0022,ING0004,128.3,1201.93,2025-05-09,entregue,2025-05-12
PED000000010962,FOR0022,ING0005,0.5,8.11,2025-05-09,entregue,2025-05-12
PED000000010963,FOR0001,ING0006,45.74,358.82,2025-05-09,entregue,2025-05-12
PED000000010964,FOR0022,ING0008,9.0,898.55,2025-05-09,entregue,2025-05-13
PED000000010965,FOR0025,ING0010,176.0,799.21,2025-05-09,entregue,2025-05-12
PED000000010966,FOR0020,ING0012,4.5,142.48,2025-05-09,entregue,2025-05-12
PED000000010967,FOR0011,ING0018,0.5,2.09,2025-05-09,entregue,2025-05-12
PED000000010968,FOR0011,ING0019,114.0,229.56,2025-05-09,entregue,2025-05-12
PED000000010969,FOR0020,ING0023,161.0,912.09,2025-05-09,entregue,2025-05-12
PED000000010970,FOR0025,ING0024,8.0,35.72,2025-05-09,entregue,2025-05-12
PED000000010971,FOR0011,ING0025,10.5,88.28,2025-05-09,entregue,2025-05-12
PED000000010972,FOR0002,ING0027,2.0,165.59,2025-05-09,entregue,2025-05-13
PED000000010973,FOR0002,ING0030,1.0,93.78,2025-05-09,entregue,2025-05-13
PED000000010974,FOR0007,ING0034,2.5,19.63,2025-05-09,entregue,2025-05-10
PED000000010975,FOR0007,ING0038,2.24,34.33,2025-05-09,entregue,2025-05-10
PED000000010976,FOR0007,ING0042,0.5,7.68,2025-05-09,entregue,2025-05-10
PED000000010977,FOR0007,ING0044,0.5,4.77,2025-05-09,entregue,2025-05-11
PED000000010978,FOR0007,ING0045,23.82,387.75,2025-05-09,entregue,2025-05-10
PED000000010979,FOR0007,ING0046,0.5,3.25,2025-05-09,entregue,2025-05-12
PED000000010980,FOR0007,ING0047,0.56,12.28,2025-05-09,entregue,2025-05-11
PED000000010981,FOR0018,ING0051,0.59,43.87,2025-05-09,entregue,2025-05-11
PED000000010982,FOR0013,ING0052,14.0,179.35,2025-05-09,entregue,2025-05-11
PED000000010983,FOR0013,ING0053,0.5,47.48,2025-05-09,entregue,2025-05-11
PED000000010984,FOR0003,ING0055,0.5,21.67,2025-05-09,entregue,2025-05-11
PED000000010985,FOR0016,ING0061,1.5,19.75,2025-05-09,entregue,2025-05-13
PED000000010986,FOR0016,ING0062,1.45,29.42,2025-05-09,entregue,2025-05-13
PED000000010987,FOR0005,ING0063,9.0,91.65,2025-05-09,entregue,2025-05-13
PED000000010988,FOR0016,ING0066,102.0,807.4,2025-05-09,entregue,2025-05-13
PED000000010989,FOR0025,ING0067,0.5,12.15,2025-05-09,entregue,2025-05-13
PED000000010990,FOR0005,ING0068,0.5,28.08,2025-05-09,entregue,2025-05-13
PED000000010991,FOR0016,ING0070,11.0,192.29,2025-05-09,entregue,2025-05-13
PED000000010992,FOR0025,ING0071,7.22,170.5,2025-05-09,entregue,2025-05-13
PED000000010993,FOR0005,ING0072,0.5,11.98,2025-05-09,entregue,2025-05-13
PED000000010994,FOR0004,ING0076,5.46,234.87,2025-05-09,entregue,2025-05-11
PED000000010995,FOR0019,ING0078,3.5,76.21,2025-05-09,entregue,2025-05-12
PED000000010996,FOR0004,ING0079,2.0,63.77,2025-05-09,entregue,2025-05-11
PED000000010997,FOR0004,ING0081,7.15,209.02,2025-05-09,entregue,2025-05-11
PED000000010998,FOR0019,ING0083,1.0,96.51,2025-05-09,entregue,2025-05-11
PED000000010999,FOR0019,ING0084,22.5,468.63,2025-05-09,entregue,2025-05-11
PED000000011000,FOR0019,ING0085,0.5,20.22,2025-05-09,entregue,2025-05-11
PED000000011001,FOR0004,ING0089,1.5,121.75,2025-05-09,entregue,2025-05-11
PED000000011002,FOR0019,ING0095,14.0,978.27,2025-05-09,entregue,2025-05-11
PED000000011003,FOR0007,ING0098,0.5,3.76,2025-05-09,entregue,2025-05-10
PED000000011004,FOR0007,ING0100,0.89,7.74,2025-05-09,entregue,2025-05-10
PED000000011005,FOR0023,ING0101,0.5,3.12,2025-05-09,entregue,2025-05-10
PED000000011006,FOR0023,ING0102,0.91,5.03,2025-05-09,entregue,2025-05-12
PED000000011007,FOR0007,ING0103,0.5,3.18,2025-05-09,entregue,2025-05-12
PED000000011008,FOR0023,ING0106,1.0,7.35,2025-05-09,entregue,2025-05-10
PED000000011009,FOR0023,ING0107,0.5,7.8,2025-05-09,entregue,2025-05-10
PED000000011010,FOR0023,ING0108,0.5,10.85,2025-05-09,entregue,2025-05-11
PED000000011011,FOR0007,ING0110,1.0,43.35,2025-05-09,entregue,2025-05-10
PED000000011012,FOR0023,ING0112,0.5,5.49,2025-05-09,entregue,2025-05-11
PED000000011013,FOR0023,ING0114,0.5,4.04,2025-05-09,entregue,2025-05-10
PED000000011014,FOR0007,ING0116,0.5,10.65,2025-05-09,entregue,2025-05-10
PED000000011015,FOR0009,ING0121,0.86,38.53,2025-05-09,entregue,2025-05-24
PED000000011016,FOR0009,ING0122,26.25,627.32,2025-05-09,entregue,2025-05-13
PED000000011017,FOR0009,ING0125,1.5,74.73,2025-05-09,entregue,2025-05-14
PED000000011018,FOR0006,ING0133,0.6,47.0,2025-05-09,entregue,2025-05-13
PED000000011019,FOR0016,ING0135,0.5,36.4,2025-05-09,entregue,2025-05-20
PED000000011020,FOR0006,ING0149,0.5,25.6,2025-05-09,entregue,2025-05-13
PED000000011021,FOR0008,ING0151,1.0,84.51,2025-05-09,entregue,2025-05-12
PED000000011022,FOR0025,ING0164,2.43,121.56,2025-05-09,entregue,2025-05-13
PED000000011023,FOR0018,ING0169,1.5,13.1,2025-05-09,entregue,2025-05-12
PED000000011024,FOR0018,ING0171,17.0,518.26,2025-05-09,entregue,2025-05-12
PED000000011025,FOR0014,ING0175,8.0,267.88,2025-05-09,entregue,2025-05-12
PED000000011026,FOR0014,ING0178,34.27,1104.05,2025-05-09,entregue,2025-05-12
PED000000011027,FOR0014,ING0181,2.86,111.15,2025-05-09,entregue,2025-05-12
PED000000011028,FOR0014,ING0188,24.0,137.29,2025-05-09,entregue,2025-05-12
PED000000011029,FOR0014,ING0190,8.5,107.53,2025-05-09,entregue,2025-05-12
PED000000011030,FOR0018,ING0194,0.5,41.57,2025-05-09,entregue,2025-05-12
PED000000011031,FOR0014,ING0202,17.0,648.08,2025-05-09,entregue,2025-05-12
PED000000011032,FOR0014,ING0206,51.0,802.84,2025-05-09,entregue,2025-05-14
PED000000011033,FOR0014,ING0214,44.27,214.42,2025-05-09,entregue,2025-05-12
PED000000011034,FOR0009,ING0221,8.94,212.7,2025-05-09,entregue,2025-05-14
PED000000011035,FOR0009,ING0224,3.0,124.8,2025-05-09,entregue,2025-05-13
PED000000011036,FOR0009,ING0227,0.5,10.26,2025-05-09,entregue,2025-05-13
PED000000011037,FOR0009,ING0233,0.5,27.5,2025-05-09,entregue,2025-05-19
PED000000011038,FOR0009,ING0234,0.5,53.0,2025-05-09,entregue,2025-05-22
PED000000011039,FOR0010,ING0240,1.92,71.47,2025-05-09,entregue,2025-05-13
PED000000011040,FOR0010,ING0242,33.0,445.38,2025-05-09,entregue,2025-05-13
PED000000011041,FOR0025,ING0061,2.0,34.56,2025-05-12,entregue,2025-05-16
PED000000011042,FOR0025,ING0062,2.0,34.93,2025-05-12,entregue,2025-05-16
PED000000011043,FOR0025,ING0063,14.0,184.04,2025-05-12,entregue,2025-05-16
PED000000011044,FOR0008,ING0164,3.0,182.79,2025-05-12,entregue,2025-05-15
PED000000011045,FOR0018,ING0194,0.5,46.91,2025-05-13,entregue,2025-05-16
PED000000011046,FOR0018,ING0194,0.5,44.03,2025-05-14,entregue,2025-05-20
PED000000011047,FOR0003,ING0056,21.38,507.67,2025-05-15,entregue,2025-05-19
PED000000011048,FOR0001,ING0002,0.5,7.3,2025-05-16,entregue,2025-05-19
PED000000011049,FOR0001,ING0006,54.5,408.88,2025-05-16,entregue,2025-05-19
PED000000011050,FOR0015,ING0008,10.0,890.55,2025-05-16,entregue,2025-05-19
PED000000011051,FOR0025,ING0010,251.0,1159.41,2025-05-16,entregue,2025-05-19
PED000000011052,FOR0011,ING0011,0.5,52.98,2025-05-16,entregue,2025-05-19
PED000000011053,FOR0011,ING0012,5.5,147.81,2025-05-16,entregue,2025-05-19
PED000000011054,FOR0011,ING0018,110.32,410.69,2025-05-16,entregue,2025-05-19
PED000000011055,FOR0020,ING0023,274.99,1301.5,2025-05-16,entregue,2025-05-19
PED000000011056,FOR0020,ING0024,11.5,40.17,2025-05-16,entregue,2025-05-19
PED000000011057,FOR0002,ING0027,2.0,132.34,2025-05-16,entregue,2025-05-20
PED000000011058,FOR0002,ING0030,1.5,110.27,2025-05-16,entregue,2025-05-20
PED000000011059,FOR0003,ING0038,1.37,24.88,2025-05-16,entregue,2025-05-17
PED000000011060,FOR0007,ING0039,0.5,21.58,2025-05-16,entregue,2025-05-17
PED000000011061,FOR0007,ING0045,38.5,569.44,2025-05-16,entregue,2025-05-17
PED000000011062,FOR0003,ING0046,0.5,2.72,2025-05-16,entregue,2025-05-19
PED000000011063,FOR0003,ING0047,0.5,9.84,2025-05-16,entregue,2025-05-18
PED000000011064,FOR0018,ING0050,0.5,35.12,2025-05-16,entregue,2025-05-18
PED000000011065,FOR0003,ING0056,17.0,382.58,2025-05-16,entregue,2025-05-18
PED000000011066,FOR0005,ING0060,1.0,9.08,2025-05-16,entregue,2025-05-21
PED000000011067,FOR0016,ING0070,11.35,217.38,2025-05-16,entregue,2025-05-20
PED000000011068,FOR0005,ING0074,1.5,15.64,2025-05-16,entregue,2025-05-20
PED000000011069,FOR0004,ING0076,55.32,2366.72,2025-05-16,entregue,2025-05-18
PED000000011070,FOR0004,ING0078,3.5,75.51,2025-05-16,entregue,2025-05-18
PED000000011071,FOR0019,ING0079,5.0,174.41,2025-05-16,entregue,2025-05-18
PED000000011072,FOR0004,ING0085,0.5,18.94,2025-05-16,entregue,2025-05-18
PED000000011073,FOR0004,ING0089,6.0,415.15,2025-05-16,entregue,2025-05-20
PED000000011074,FOR0019,ING0090,5.0,336.47,2025-05-16,entregue,2025-05-21
PED000000011075,FOR0004,ING0091,8.3,579.15,2025-05-16,entregue,2025-05-18
PED000000011076,FOR0019,ING0095,17.0,981.04,2025-05-16,entregue,2025-05-18
PED000000011077,FOR0018,ING0097,0.5,15.98,2025-05-16,entregue,2025-05-18
PED000000011078,FOR0023,ING0098,0.57,4.16,2025-05-16,entregue,2025-05-17
PED000000011079,FOR0023,ING0106,1.0,6.6,2025-05-16,entregue,2025-05-17
PED000000011080,FOR0023,ING0107,1.0,20.19,2025-05-16,entregue,2025-05-17
PED000000011081,FOR0023,ING0110,1.0,36.33,2025-05-16,entregue,2025-05-18
PED000000011082,FOR0025,ING0121,1.5,73.19,2025-05-16,entregue,2025-05-31
PED000000011083,FOR0006,ING0135,0.53,36.62,2025-05-16,entregue,2025-05-20
PED000000011084,FOR0006,ING0136,0.5,19.81,2025-05-16,entregue,2025-05-20
PED000000011085,FOR0016,ING0137,0.47,24.67,2025-05-16,entregue,2025-05-20
PED000000011086,FOR0016,ING0148,0.5,17.93,2025-05-16,entregue,2025-05-20
PED000000011087,FOR0008,ING0154,18.0,1825.86,2025-05-16,entregue,2025-05-19
PED000000011088,FOR0008,ING0156,0.5,33.97,2025-05-16,entregue,2025-05-19
PED000000011089,FOR0014,ING0169,2.64,19.8,2025-05-16,entregue,2025-05-19
